1,68.78,54.46,80.7,21.62,33.65,96.75,76.41,73.15,94.82,9.05,84.89,90.58,58.61,57.79,15.51,52.5,36.82,69.37,91.47,17.74,96.9,11.07,4.59,91.8,47.07,46.82,30.73,22.74,41.81,30.72
0,31.52,65.48,53.37,68.19,26.32,51.71,79.76,79.73,85.43,38.06,13.06,84.84,80.34,14.77,20.68,39.07,64.35,81.29,77.75,80.72,41.04,19.95,8.9,24.91,62.65,16.9,39.55,62.3,12.42,45.87
1,85.09,39.99,28.35,78.17,40.31,89.95,5.62,25.2,7.54,8.23,79.51,69.38,46.05,34.98,25.88,74.68,36.27,41.76,58.35,70.37,15.15,41.48,83.35,43.56,82.05,44.55,1.27,14.56,90.92,38.04
1,47.78,43.7,59.31,87.36,45.91,87.15,79.84,2.49,39.62,52.59,9.88,3.32,61.98,60.51,72.12,9.29,45.98,35.61,21.44,0.85,82.86,4.45,67.08,83.98,22.73,17.34,33.66,99.43,20.16,18.81
0,33.73,31.8,11.31,19.95,48.76,95.53,99.44,97.43,73.52,25.43,41.63,42.91,80.23,72.22,24.09,69.33,69.05,57.52,62.87,13.91,33.03,78.72,59.78,1.37,32.64,85.29,57.64,74.71,4.16,62.89
1,49.96,50.73,7.38,85.09,37.55,79.06,28.96,8.2,14.52,50.05,87.75,1.13,27.47,43.67,2.84,62.35,88.19,31.73,56.01,50.8,50.32,31.05,76.69,35.86,22.75,39.27,81.61,77.23,66.07,40.2
1,66.79,11.51,36.9,11.23,53.74,0.26,12.22,60.26,21.32,49.22,40.4,43.96,26.06,92.48,56.78,50.12,66.62,32.97,97.21,82.03,13.1,83,82.24,53.13,63.72,61.97,52.3,34.3,57.31,12.58
1,59.41,86.52,80.56,44.99,24.68,95.2,63.75,13.19,66.25,25.42,90.86,28.05,1.19,17.12,28.56,49.3,66.84,29.29,99.71,19.7,8.88,65.43,100,79.06,22.67,76.48,94.5,23.59,95.56,51.16
1,48.43,91.6,21.22,68.17,53.54,14.19,41.25,90.64,72.6,51.4,39.74,58.93,51.99,60.15,85.03,13,29.16,13.29,51.7,35.83,0.62,84.33,78.82,7.46,5.91,88.02,19.43,6.8,87.11,45.29
0,12.24,67.88,62.16,66.47,42.39,34.67,84.95,43.24,57.1,70.12,69.66,63.22,71.76,58.94,15.84,37.18,38.92,81.37,75.45,66.85,30.09,76.32,80.46,88.33,26.52,32.62,17.48,73.61,15.34,94.01
0,51.83,13.91,67.5,7.77,46.09,10.65,19.98,10.75,11.72,14.32,64.29,3.77,8,45.57,34.95,20.74,47.39,36.77,34.78,49.08,17.94,89.02,80.62,98.29,32.53,16.39,86.11,83.26,81.59,48.78
1,39.95,75.95,15.8,61.9,74.12,77.02,50.8,16.78,61.11,39.57,28.08,36.36,1.28,36.35,53.19,94.23,78.63,59.86,96.46,35.51,2.23,87.47,27.55,16.85,68.15,95.22,18.52,4.24,98.92,13.42
0,49.97,26.69,72.92,14.1,79.4,64.72,49.82,88.69,93.71,27.24,97.94,2.63,78.12,80,97.76,43.93,48.32,78.05,79.13,53.59,96.08,31.53,97.85,43.66,71.79,77.4,96.55,35.64,3.21,48.9
1,40.46,2.52,87.28,98.96,46.23,89.45,51.78,67.16,71.29,40.57,63.39,20.38,89.94,29.39,38.15,62.27,48.69,28.97,92.39,72.89,4.14,97.21,2.15,91.39,44.88,33.54,21.85,95.39,8.49,14.16
0,43.32,69.75,64.16,40.43,68.84,62.16,6.41,94.64,39.21,17.2,2.78,83.69,43.87,55.42,23.81,99.82,17.35,34.98,92.06,52.52,20.91,88.1,95.47,34.97,6.72,67.97,47.66,15.2,1.98,33.43
1,92.86,58.01,57.54,20.55,76.29,51.18,75.2,50.58,48.5,10.41,92.78,44.99,41.9,89.35,33.96,7.84,42.69,31.45,46.3,67.88,85.65,74.29,76.45,97.96,69.78,92.26,26.01,44.34,84.43,33.13
1,39.2,81.94,81.98,58.61,78.26,68.08,93.16,5.86,95.92,77.88,76.16,51.72,34.99,4.54,9.6,19.81,79.39,74.86,47.63,31.27,64.51,13.02,23.79,30.32,41.25,66.69,87.68,81.38,81.98,36.62
0,35.98,19.37,11.88,64.15,52.44,44.12,25.18,27.39,86.58,31.63,38.62,28.09,43,17.17,41.26,24.68,58.3,51.4,56.05,68.93,35.7,33.52,6.65,92.04,72.88,81.11,39.68,66.58,0.85,79.69
1,89.94,92.34,20.59,23.68,47.56,65.02,3.15,10.95,17.62,69.38,15.63,54.96,42.45,2.1,66.64,3.11,51.99,55.81,71.78,35.64,64.88,47.52,93.03,29.31,1.36,63.85,18.22,44.42,90.93,58.56
0,9.05,65.21,63.53,49.91,35.78,66.37,10.32,44.09,29.05,11.69,37.92,39.57,85.96,58.11,0.7,85.73,47.25,32.63,38.71,78.19,27.66,15.26,56.41,50.62,71.59,37.96,27.75,6.18,63.27,54.89
1,92.55,60.96,94.33,48.6,56.46,16.48,30.74,86.12,58.56,85.88,18.14,90.55,86.57,40.77,92.28,43.1,80.93,15.31,45.72,32.65,17.28,25.38,3.76,69.62,0.4,41.45,31.05,32.69,63.06,66.22
0,17.54,74.97,71.11,60.4,67.94,88.56,33.13,67.04,10.14,88.27,96.01,4.3,22.43,85.35,90.62,17.59,40.6,25.57,62.6,11.62,96.46,20.17,13.46,96.61,85.94,43.6,7.39,33,71.14,70.25
1,70.63,4.95,14.63,24.68,34.79,71.56,22.93,13.99,96.79,47.5,71.09,41.11,15.04,6.61,38.24,99.22,63.69,52.85,21.78,11.71,97.99,23.78,99.58,33.73,36.76,72.55,7.02,70.47,54.03,38.61
0,52.95,37.26,25.33,73,74.84,42.53,29.33,71.81,70.77,68.88,95.67,15.77,5.58,73.09,44.83,26.5,42.75,75.19,78.89,73.79,57.08,57.54,55.24,33.69,66.12,52.31,25.44,83.79,22.24,50.55
0,15.45,67.38,5.2,60.27,20.92,14.75,84.46,83.7,33.71,10.38,91.68,63.34,40.11,89.86,72.04,62.5,39.54,72.99,93.41,89.92,50.79,46.02,9.87,18.36,47.65,23.08,49.22,88.54,6.82,96.29
1,56.28,73.87,54.89,21.33,82.29,39.58,56.67,94.82,79.81,96.44,74.15,32.87,7.85,31.47,77.29,40.29,86.76,32.84,1.54,48.38,50.29,66.88,0.87,45.13,21.12,2.37,48.1,33.64,3.73,23.16
0,42.45,50.92,21.38,23.38,23.1,99.19,92.98,27.81,47.27,8.53,53.29,6.16,63.12,75.52,97.03,66.7,60.31,64.93,79.11,53.04,75.75,97.11,95.37,81.89,67.34,53.34,43.56,26.55,63.63,99.78
1,59.15,59.51,47.69,46.74,46.7,94.46,71.37,35.75,87.08,29.77,4.15,31.74,91.16,24.52,84.11,74.18,36.88,62.56,14.85,23.24,4.23,85.87,72.18,57.25,8.23,26.56,40.8,8.03,67.73,16.77
1,53.21,43.93,69.56,59.29,39.93,76.35,8.22,91.09,86.06,61.61,57.24,7.79,40.95,27.88,64.94,41.85,42.11,24.59,8.28,46,62.09,89.04,30.36,39.82,44.14,54.06,42.06,21.33,97.98,9.39
1,68.32,8.56,12.24,54.85,74,91.6,43.94,32.49,53.87,3.35,65.24,22.37,21.52,81.73,42.99,11.47,82.67,26.22,61.49,96.24,96.11,95.67,37.96,83.96,44.37,73.94,74.28,58.65,6.04,65.71
0,35.39,94.78,45.5,10.27,21.64,31.38,9.03,77.81,9.78,67.71,73.71,62.57,40.05,96.77,24.36,96.18,20.73,68.04,48.67,52.96,34.76,32.84,79.39,59.69,47.96,78.6,91.77,8.4,51.31,40.18
1,83.61,84.27,59.41,57.47,19.21,48.6,63.42,88.66,35.7,8.26,51.14,18.44,56.03,44.38,95.9,14.05,69.6,41.78,61.29,3.3,60.76,68.2,62.09,61.06,20.98,68.54,67.9,46.85,73.82,41.85
0,21.83,47.51,11.69,64.34,56.18,7.77,76.37,29.08,40.82,71.9,15.73,80.83,18.3,66.57,44.23,2.46,25.12,72.99,9.83,63.5,0.89,11.03,70.18,40.54,59.38,80.76,47.88,19.14,66.34,35.9
0,6.96,95.18,99.4,82.26,50.31,38.88,54.39,11.43,81.04,13.28,5.01,17.37,68.08,14.41,20.6,8.71,19.46,71.82,90.24,57.31,60.09,15.56,26.97,22.89,81.36,8.11,62.73,22.01,34.33,46.99
0,36.09,97.53,38.49,2.82,31.25,65.64,28.11,42.5,60.04,28.1,19.51,59.44,78.1,29.44,31.74,58.38,15.4,70.37,5.99,88.72,82.27,13.9,28.02,42.12,96.29,48.2,8.49,56.27,51.71,69.01
1,86.19,94.15,82.5,52.58,41.47,29.7,94.58,62.69,91.61,37.66,16.61,71.11,57.87,15.34,97.55,61.61,44.52,60.86,50.59,20.86,72.8,31.92,36.34,39.38,13.23,61.88,88.4,72.76,5.24,36.63
1,84.69,60.07,62.84,4.53,64.31,46.42,89.82,74.63,58.36,21.71,23.24,44.85,42.78,84.75,8.96,65.13,88.16,58.99,74.54,39.42,99.57,79.11,11.2,5.62,68.12,23.18,35.87,24.56,64.46,57.77
1,84.33,92.99,60.24,28.3,82.07,52.05,62.04,80.07,18.79,70.61,0.71,53.89,73.46,89.66,95.52,33.5,77.05,14.41,66.2,6.94,71.92,55.06,80.64,25.92,30.49,51.67,13.62,96.37,5.53,15.41
1,81.34,77.75,93.12,23.02,42.61,49.44,41.1,92.75,91.72,26.21,81.09,87.85,23.87,37.33,10.08,20.34,64.61,53.67,35.04,13.87,52.71,35.56,4.75,16.12,22.33,97.46,80.5,54.89,70.29,13.37
0,12.03,85.61,38.18,51.9,27.38,61.93,18.81,62.08,24.05,87.5,14.76,14.13,80.78,36.38,95.22,74.78,26.72,67.54,20.16,89.52,86.42,19.24,38.12,44.1,42.61,4.02,59.13,44.07,61.54,39.13
0,19.66,52.94,86.13,55.8,37.65,44.46,12.5,2.98,71.38,35.92,62.09,57.3,32.84,21.58,92.34,74.36,33.82,32.33,58.39,24.92,70.71,57.71,97.24,3.73,55.32,29.02,83.55,34.31,54.9,71.22
1,35.18,3.21,65.8,5.94,56.9,14.33,97.73,53.57,94.07,39.63,81.64,29.24,79.2,67.78,81.38,44.45,28.85,29.74,39.85,13.91,6.95,83.39,16.61,12.59,20.8,4.42,93.48,70.07,56.61,57.99
0,57.86,50.7,55.89,18.79,26.12,15.61,96,92.58,76.53,31.94,96.76,77.89,3.86,19.77,25.19,78.03,61.86,58.7,36.86,22.92,80.02,64.39,13.46,40.77,2.83,7.03,35.59,46.24,85.51,60
1,72.64,52.64,99.73,63.06,57.61,13.59,93.3,84.32,47.28,8.14,23.76,73.09,85.06,17.96,22.59,40.07,66.82,51.43,25.43,52.62,64.91,34.92,27.16,9.08,89.9,16.35,70.75,84.14,36.2,62.46
1,51.11,44.92,82.79,15.72,17.29,80.83,44.86,98.37,83.31,65.57,47.48,76.48,1.56,57.47,9.8,29.26,59.05,31.01,11.93,64.97,22.57,68.45,48.68,57.94,1.41,34.34,79.41,19.99,54.1,6.49
0,31.78,35.63,74.9,26.33,28.91,74.42,81.86,2.87,38.05,58.22,5.21,12.15,28.75,72.82,11.94,35.68,42.66,39.65,68.63,44.65,24.63,29.95,73.15,39.18,40.53,35.65,25.44,34.55,86.71,67.28
1,79.32,43.9,89.8,42.56,64.66,62.08,87.07,69.41,6.87,44.06,22.27,42.68,9.03,24.77,50.33,57.13,68.85,23.05,94.38,6.46,99.7,79.66,51.86,58.66,29.48,23.22,61.46,0.46,82.67,16.98
0,29.06,25.49,1.66,83.73,34.4,86.45,37.04,62.5,16.27,41.63,42.27,42.24,44.55,12.35,98.19,45.91,23.73,38.37,55.88,35.39,5.54,93.03,26.65,84.96,40.25,61.12,3.84,55.82,0.45,85.42
1,52.28,67.05,24.35,96.67,50.02,78.35,13.97,15.04,61.83,24.78,78.13,40.15,48.9,88.3,57.85,80.68,53.99,72.48,64.63,4.38,52.35,99.74,79.05,1.9,67.05,86.75,95.29,25.58,49.54,42.82
1,63.74,95.08,90.67,65.53,37.16,93.17,30.95,76.06,88.91,76.25,43.5,32.21,6.91,75.01,46.39,17.76,84.57,67.34,13.5,81.47,33.53,86.19,36.02,92.84,31.44,71.28,99.22,85.51,46.83,61.31
0,54.93,34.78,3,16.99,80.98,58.87,4.25,10.38,7.8,100,10.91,73.14,77.78,91.98,86.44,71.49,67.46,81.05,29.22,34.95,42.28,19.78,21.57,74.61,41.48,39.77,99.72,46.91,12.95,44.82
0,6.57,2.51,33.82,36.85,71.85,11.04,0.13,63.42,29.71,62.48,23.81,3.85,68.44,61.01,10.96,13.92,63.04,40.25,35.49,40.02,2.08,46.25,13.18,64.4,52.43,1.23,39.6,48.94,65.02,57.37
1,69.93,6.75,1.07,91.79,62.87,72.28,45.03,9.49,68.28,17.16,19.72,40.42,55.23,77.75,86.48,0.92,63.12,14.92,84.76,92.23,16.34,48.28,62.04,57.1,32.95,45.55,65.86,47.31,57.77,13.53
0,57.3,13.86,57.73,98.32,81.89,40.5,17.47,42.13,9.76,76.71,20.3,81.02,30.64,76.31,92.29,4.78,15.88,84.62,12.04,94.92,74.34,99.47,45.19,78.02,7.02,55.6,8.43,21.93,46.76,44.08
0,57.99,86.39,73.73,98.3,68.11,26.75,18.97,62.05,91.94,63.17,21.77,32.27,57.58,64.27,41.43,19.62,19.76,77.07,43.74,79.28,98.65,93.84,93.84,97.83,11.93,22.73,32.11,15.9,96.08,85.81
1,87.19,33.17,97.48,6.04,57.41,16.16,46.54,80.45,27.65,65.64,2.86,12.19,7.24,65.96,34.69,92.09,51.39,13.59,62.66,17.83,17.62,47.25,24.21,41.99,79.44,16.78,41.04,72.82,58.51,45.59
0,1.2,5.52,8.59,48.33,68.51,58.14,93.09,59.79,41.06,23.09,27.77,96.53,32.97,17.65,51.56,36.01,49.87,63.6,38.1,32.41,45.75,74.6,33.98,47.82,22.66,27.99,98.11,71.36,21.23,73.83
0,7.01,82.42,75.72,50.58,71.8,15.15,92.11,44.68,40.86,30.61,37.34,24.87,9.47,86.76,34.08,54.36,34.98,52.08,96.85,90.3,65.5,78.54,26.86,16.5,59.85,73.66,14.25,47.27,45.85,43.76
1,43.98,64.95,58.53,36.6,54.92,45.5,65.48,24.31,15.41,61.94,9.87,25.2,51.16,30.43,92.14,71.64,45.2,27.03,7.83,53.59,39.07,30.15,44.09,48.82,72.05,90.05,20.22,36.18,23.56,26.97
0,7.61,24.89,34.07,83.89,45.67,41.19,41.13,50.75,36.64,35.93,76.47,63.7,81.65,91,18.63,32.93,16.6,28.46,13.11,19.46,27.66,46.56,17.64,78.27,12.58,43.17,87.06,59.08,53.95,52.96
0,46.91,80.55,11.91,15.35,52.92,97.09,18.96,37.31,24.84,44.8,28.42,59.13,51.53,42.23,60.82,40.33,58.12,56.69,92.05,65.98,88.07,82.22,63.4,8.72,15.52,89.56,56.37,37.49,8.57,48.76
1,44.37,3.94,63.74,22.75,64.04,3.88,23.02,35.66,43.21,18.58,30.97,8.73,86.67,23.53,40.84,57.52,60.89,14.21,31.33,36.7,16.69,46.84,3.62,65.58,69.19,87.55,56.72,44.42,26.02,63.63
1,70.82,80.4,98.4,62.69,75.76,69.37,86.03,5.25,11.52,54.98,70.81,14.46,33.5,54.53,65.08,11.3,54.39,44.6,4.47,32.79,69.95,50.03,27.4,27.12,2.15,10.86,35.02,3.64,86.71,34.7
0,22.51,89.74,25.69,77.79,33.24,52.96,15.47,65.02,44.01,73.55,79.19,19.58,30.6,96.81,80.99,13.63,67.94,64.32,66.99,88.22,70.24,54.45,20.86,89.35,14.33,2.84,35.83,40.1,15.38,36.21
0,5.77,78.88,21.74,20.59,47.96,53.53,95.88,58.54,5.23,9.15,53.64,23.06,33.39,83.03,70.02,52.44,19.88,43.54,50.17,42.97,18.58,20.98,49.69,41.84,12.36,71.4,51.49,23.83,51.33,92.22
0,36.97,80.67,54.61,96.77,78.88,80.74,42.71,16.02,13.04,21.68,43.66,52.36,61.73,99.58,75.8,24.6,56.59,83.68,10.63,84.16,25.8,75.99,60.77,43.08,57.71,68.38,46.66,37.22,81.35,84.19
1,93.27,38.56,6.42,1.68,20.07,52.04,77.48,27,16.31,54.13,8.24,74.66,85.37,2.6,52.01,84.68,80.17,9.03,36.98,22.73,54.33,18.17,28.57,33.79,58.77,48.95,9.68,16.19,40.98,23.87
1,75.12,27.78,59.77,52.84,50.06,50.24,96.42,18.96,53.49,64.21,86.45,61.75,76.6,73.73,37.95,11.06,79.05,26.24,94.81,11.29,88.91,57.7,17.76,36.05,62.21,38.15,4.47,82.78,67.83,40.6
0,25.28,96.27,40.82,89.71,73.12,90.34,67.15,0.04,89.15,59.54,86.51,77.26,12.93,90.94,5.45,63.21,13.83,32.7,11,57.97,55.22,62.08,37.56,65.96,4.72,37.25,41.97,39.34,10.9,98.06
0,11.34,95.23,92.89,62.29,20.03,65.4,55.34,74.39,55.24,36.57,28.24,99.5,87.08,40.99,92.39,11.21,18.07,52.85,76.89,68.46,25.16,63.08,17.05,38.88,30.89,84.4,65.67,39.29,88.3,71.8
0,12.18,97.25,37.93,72.85,22.73,88.39,62.84,1.87,51.53,91.87,45.41,4.85,27.61,67.61,58.17,53.93,66.08,82.64,78.7,1.42,78.09,8.56,56.16,54.19,58.37,26.66,99.36,77.08,23.45,89.29
1,77.86,60.26,98.64,59.53,76.5,81.81,15.21,60.98,41.84,81.54,75.7,5.78,14.51,14.2,58.48,61.75,86.98,52.62,56.59,1.33,25.66,98.12,43.95,8.45,1.21,54.98,39.74,87.98,60.27,40.2
0,17.72,14.46,5.06,89.27,81.51,0.73,2.99,77.49,16.13,19.05,91.73,28.87,30.84,92.13,49.68,33.98,54.45,26.24,67.82,88.1,12.35,47.06,3.51,84.01,26.29,53.26,83.81,55.18,42.23,71.05
0,26.81,59.66,62.12,89.89,40.49,90.83,32.26,1.85,47.04,37.85,9.61,65.48,6.12,56.91,96.09,94.26,71.83,41.01,13.07,23.58,39.1,80.72,71.53,40.52,99.07,60.86,7.89,31.15,20.98,62.62
0,48.76,47.84,40.95,76.81,37.14,53.71,7.69,38.3,23.23,76.77,0.91,78.32,87.45,47.25,44.73,54.09,47.03,61.61,82.37,74.87,84.98,86.25,22.02,11.41,24.62,0.13,64.37,95.7,53.98,62.45
0,18.54,5.84,63.46,37.68,45.95,25.96,58.74,9.95,24.02,93.48,72.45,6.27,69.15,6.64,92.1,69.52,43.36,41.21,6.18,8.09,60.26,51,40.09,49.31,30.95,91.93,7.73,23.21,37.13,82.37
1,97.84,18.01,23.26,43.98,40.93,57.26,55.17,5.26,85.68,47.55,99.06,75.15,47.62,30.45,7.33,26.28,85.82,70.47,87.76,23.75,49.03,15.94,70.41,69.97,5.35,98.88,29.71,72,70.78,26.33
0,60.04,45.86,69.76,44.68,81.92,32.57,20.74,87.94,69.53,7.08,82.89,73.14,31.99,80.13,64.61,6.06,56.57,83.07,83.45,11.75,58.84,45.25,12.22,20.28,88.72,14.32,36.44,66.31,95.02,67.25
1,54.07,54.57,21.72,32.72,35.28,97.61,10.58,84.67,62.14,38.77,38.57,8.05,62.16,64.7,40.66,68.29,41.68,31.61,82.26,37.33,38.14,26.87,50.41,24.01,86.2,66.94,58.6,14.78,4.6,7.71
1,96.07,74.34,29.65,49.65,32.27,69.38,68.94,84.21,94.05,18.15,4.95,41.08,0,52.68,79.92,74.02,29.05,9.02,52.26,75.36,61.61,97.89,40.54,30.76,53.87,34.55,25.2,87.86,19.73,28.51
0,17.52,70.51,54.14,14.64,23.01,63.73,70.86,12.6,45.66,85.03,79.03,54.37,16.1,67.56,13.5,17.63,32.3,36.37,9.41,35.66,90.9,20.61,80.13,77.76,45.81,56.86,77.55,38.44,37.87,99.4
1,76.65,55.21,83.99,97.04,24.72,72.09,9.73,44.94,90.98,90.2,76.12,9.96,68.21,83.6,71.03,93.45,48.77,24.29,74.43,33.51,95.25,66.28,91.46,84.49,59.83,82.77,64.94,6.59,4.29,46.67
1,53.11,69.66,14.8,46.36,57.25,79.59,32.63,71.99,63.68,61.32,3.73,71.11,75.65,90.06,13.28,27.59,34.17,25.11,79.1,6.13,57.69,16.71,43.68,29.78,51.6,33.44,41.84,58.67,45.63,60.35
0,39.12,1.41,44.23,73.26,53.17,65.63,75.25,82.22,30.05,95.09,52.64,90.41,13.93,84.43,47.37,87.28,37.98,26.24,63.13,53.94,84.62,24.93,17.78,82.8,25.36,41.75,28.09,64.46,4.1,95.37
1,74.79,84.72,43.55,55.11,48.34,9.35,29.18,35.67,7.72,50.28,47.09,59.47,70.94,79.27,25.14,18.94,37,64.65,45.55,25.01,65.43,81.9,48.28,74.14,52.89,19.79,85.17,51.79,37.99,45.21
1,35.62,99.93,10.36,92.8,57.05,43.59,12.94,92.58,61.22,57.35,90.53,47.73,49.73,52.8,64.88,64.2,76.45,67.41,50.1,41.39,38.22,76.03,24.28,75.36,72.23,11.07,64.15,61.45,94.31,45.43
